"id";"funcloc";"material_number";"equipment_description";"status";"sort_field";"unique_id";"qr_code_link";"created_at";"updated_at"
"EMO003680";"FP-01-FN1-CUT-WRP3-FC01-RC01";;"AC MOTOR;NISSEI";"Installed";"FN1.WRP3.FC01.RC01/R1/GM/M";"514";"https://www.safesave.info/MIC.php?id=Fajar-MotorList514";"2023-10-26 14:45:21";NULL
"EMO003681";"FP-01-FN1-CUT-WRP3-FD01-RC06";;"AC MOTOR;MITSUBISHI";"Installed";"FN1.WRP3.FD01.RC06/R1/GM/M";"714";"https://www.safesave.info/MIC.php?id=Fajar-MotorList714";"2023-10-26 14:45:21";NULL
"EMO003682";"FP-01-FN1-CUT-WRP3-GD01-RC09";;"AC MOTOR;MITSUBISHI";"Installed";"FN1.WRP3.GD01.RC09/R1/GM/M";"715";"https://www.safesave.info/MIC.php?id=Fajar-MotorList715";"2023-10-26 14:45:21";NULL
"EMO003683";"FP-01-FN1-CUT-WRP3-FD01-WFR1";;"AC MOTOR;MITSUBISHI";"Installed";"FN1.WRP3.FD01.WFR1/R/GM/M";"515";"https://www.safesave.info/MIC.php?id=Fajar-MotorList515";"2023-10-26 14:45:21";NULL
"EMO003686";"FP-01-FN1-CUT-WRP3-SF01-RC18";;"AC MOTOR;NISSEI";"Installed";"FN1.WRP3.SF01.RC18/R1/GM/M";"516";"https://www.safesave.info/MIC.php?id=Fajar-MotorList516";"2023-10-26 14:45:21";NULL
"EMO003688";"FP-01-FN1-HYD-T356-P377";;"AC MOTOR;PUMP OIL HYD,TOSHIBA";"Installed";"FN1.HYD.WRP3.T356.P377/P/M";"517";"https://www.safesave.info/MIC.php?id=Fajar-MotorList517";"2023-10-26 14:45:21";NULL
"EMO003689";"FP-01-FN1-CUT-WRP3-FC01-LF01";;"AC MOTOR;LIFTER TRAVERSER";"Installed";"FN1.WRP3.LF01(F/R)/GM/M";"769";"https://www.safesave.info/MIC.php?id=Fajar-MotorList769";"2023-10-26 14:45:21";NULL
"EMO003690";"FP-01-FN1-CUT-WRP3-FC01-STGE";;"AC MOTOR;FEEDING STAGE TRAVERSER";"Installed";"FN1.WRP3.STGE(F/R)/GM/M";"788";"https://www.safesave.info/MIC.php?id=Fajar-MotorList788";"2023-10-26 14:45:21";NULL
"EMO003692";"FP-01-FN1-CUT-WRP3-SS01-LF03";;"AC MOTOR;NISSEI";"Installed";"FN1.WRP3.SS01.LF03/L.CN/GM-M";"518";"https://www.safesave.info/MIC.php?id=Fajar-MotorList518";"2023-10-26 14:45:21";NULL
"EMO003693";"FP-01-FN1-CUT-WRP3-SS01-LF02";;"AC MOTOR;MITSUBISHI";"Installed";"FN1.WRP3.SS01.LF02/LIFTER/GM-M";"519";"https://www.safesave.info/MIC.php?id=Fajar-MotorList519";"2023-10-26 14:45:21";NULL
"EMO003695";"FP-01-FN1-CUT-WRP3-SS01-LF03";;"AC MOTOR;MITSUBISHI";"Installed";"FN1.WRP3.SS01.LF03/LIFTER/GM/M";"520";"https://www.safesave.info/MIC.php?id=Fajar-MotorList520";"2023-10-26 14:45:21";NULL
"EMO003698";"FP-01-FN1-CUT-WRP3-SD01-CN4A";;"AC MOTOR;CONVEYOR 04 TOP FRONT SIDE";"Installed";"FN1.WRP3.SD01.CN4A/FS/GM/M";"521";"https://www.safesave.info/MIC.php?id=Fajar-MotorList521";"2023-10-26 14:45:21";NULL
"EMO003701";"FP-01-PM1-COT-T192-P363";;"AC MOTOR;380V,50HZ,11KW,4P,B";"Installed";"PM1.COT.T(BIN)/P1";"466";"https://www.safesave.info/MIC.php?id=Fajar-MotorList466";"2023-10-26 14:45:21";NULL
"EMO003702";"FP-01-FN1-CUT-WRP3-GD01-RWS1";;"AC MOTOR;MITSUBISHI";"Installed";"FN1.WRP3.GD01.RWS1/R.UN/GM/M";"522";"https://www.safesave.info/MIC.php?id=Fajar-MotorList522";"2023-10-26 14:45:21";NULL
"EMO003703";"FP-01-FN1-CUT-WRP3-GD01-RWS2";;"AC MOTOR;MITSUBISHI";"Installed";"FN1.WRP3.GD01.RWS2/R.UN/GM/M";"523";"https://www.safesave.info/MIC.php?id=Fajar-MotorList523";"2023-10-26 14:45:21";NULL
"EMO003704";"FP-01-FN1-CUT-WRP3-FD01-TRC1";;"AC MOTOR;NISSEI";"Installed";"FN1.WRP3.FD01.TRC1/TRIM/GM-M";"524";"https://www.safesave.info/MIC.php?id=Fajar-MotorList524";"2023-10-26 14:45:21";NULL
"EMO003705";"FP-01-FN1-CUT-WRP3-FC01-LC01";;"AC MOTOR;NISSEI";"Installed";"FN1.WRP3.FC01.LC01/LOAD1/GM/M";"763";"https://www.safesave.info/MIC.php?id=Fajar-MotorList763";"2023-10-26 14:45:21";NULL
"EMO003706";"FP-01-FN1-CUT-WRP3-FC01-LC02";;"AC MOTOR;NISSEI";"Installed";"FN1.WRP3.FC01.LC02/LOAD2/GM/M";"764";"https://www.safesave.info/MIC.php?id=Fajar-MotorList764";"2023-10-26 14:45:21";NULL
"EMO003707";"FP-01-FN1-CUT-WRP3-SS01-SDC1";;"AC MOTOR;NISSEI";"Installed";"FN1.WRP3.SS01/SKID-CONV/GM-M";"765";"https://www.safesave.info/MIC.php?id=Fajar-MotorList765";"2023-10-26 14:45:21";NULL
"EMO003708";"FP-01-FN1-CUT-WRP3-SS01-SDC2";;"AC MOTOR;NISSEI";"Installed";"FN1.WRP3.SS01/SKID-CONV2/GM-M";"766";"https://www.safesave.info/MIC.php?id=Fajar-MotorList766";"2023-10-26 14:45:21";NULL
"EMO003709";"FP-01-FN1-CUT-WRP3-SS01-EP02";;"AC MOTOR;NISSEI";"Installed";"FN1.WRP3.SS01/EMPTY-CONV1/GM/M";"767";"https://www.safesave.info/MIC.php?id=Fajar-MotorList767";"2023-10-26 14:45:21";NULL
"EMO003710";"FP-01-FN1-CUT-WRP3-SS01-EP03";;"AC MOTOR;NISSEI";"Installed";"FN1.WRP3.SS01/EMPTY-CONV2/GM/M";"768";"https://www.safesave.info/MIC.php?id=Fajar-MotorList768";"2023-10-26 14:45:21";NULL
"EMO003718";"FP-01-FN1-CUT-HC02";;"MOTOR BLOWER,VB-022-G,METAL,50HZ, 400V";"Installed";"MSN.HAND CUTTER 2/M";"762";"https://www.safesave.info/MIC.php?id=Fajar-MotorList762";"2023-10-26 14:45:21";NULL
"EMO003724";"FP-01-SP1-OCC-T103-A019";"10010872";"AC MOTOR;380V,50Hz,11kW,8P,286T,B3";"Installed";"SP1.MW.C5A/AGT2/M";"555";"https://www.safesave.info/MIC.php?id=Fajar-MotorList555";"2023-10-26 14:45:21";NULL
"EMO003727";"FP-01-SP1-CPO-TH01";;"MOTOR AC";"Installed";"SP1.CP.THK1/M";"58";"https://www.safesave.info/MIC.php?id=Fajar-MotorList58";"2023-10-26 14:45:21";NULL
"EMO003731";"FP-01-PM1-VAS-BL04";;"AC MOTOR;380V,50Hz,11kW,2P,160M,B3";"Installed";"PM1.VAC.BLW3/M";"323";"https://www.safesave.info/MIC.php?id=Fajar-MotorList323";"2023-10-26 14:45:21";NULL
"EMO003732";"FP-01-FN1-CUT-WRP2";;"AC MOTOR;380V,50Hz,0.75kW,4P,80M,B5";"Installed";"FN1.CUT.WRP2.PENDAYUNG/M";"525";"https://www.safesave.info/MIC.php?id=Fajar-MotorList525";"2023-10-26 14:45:21";NULL
"EMO003749";"FP-01-PM1-COT-COAT";;"AC MOTOR;380V,50Hz,3Kw,4P";"Installed";"PM1.COT.BMB2.HP1/M";"379";"https://www.safesave.info/MIC.php?id=Fajar-MotorList379";"2023-10-26 14:45:21";NULL
"EMO003750";"FP-01-PM1-COT-COAT";;"AC MOTOR;380V,50Hz,3Kw,4P";"Installed";"PM1.COT.BMB2.HP2/M";"380";"https://www.safesave.info/MIC.php?id=Fajar-MotorList380";"2023-10-26 14:45:21";NULL
"EMO003751";"FP-01-PM1-DRY-SZPR-SPRB";"10010790";"DC MOTOR;440V,50Hz,55Kw";"Installed";"PM1.SP.R(BT)/GB/M";"615";"https://www.safesave.info/MIC.php?id=Fajar-MotorList615";"2023-10-26 14:45:21";NULL
"EMO003753";"FP-01-PM1-STA-T246-P255";;"AC MOTOR;380V,50HZ,15KW,4P";"Installed";"CH1.STA.T16.P2/M";"342";"https://www.safesave.info/MIC.php?id=Fajar-MotorList342";"2023-10-26 14:45:21";NULL
"EMO003756";"FP-01-SP1-ONP-T028-P040";;"AC MOTOR;380V,50Hz,37kW,4P,225M,B3";"Installed";"SP1.MW.C6/P1/M";"222";"https://www.safesave.info/MIC.php?id=Fajar-MotorList222";"2023-10-26 14:45:21";NULL
"EMO003757";"FP-01-FN1-CUT-SC05-3DU1-DJ1A";;"MOTOR DERCULER 1A / 059MS1";"Installed";"FN1.SC05.3DU1/DJ1A/GM/M";"526";"https://www.safesave.info/MIC.php?id=Fajar-MotorList526";"2023-10-26 14:45:21";NULL
"EMO003758";"FP-01-FN1-CUT-SC05-3DU1-DJ1B";;"MOTOR DERCULER 1A / 059MS2";"Installed";"FN1.SC05.3DU1/DJ1B/GM/M";"527";"https://www.safesave.info/MIC.php?id=Fajar-MotorList527";"2023-10-26 14:45:21";NULL
"EMO003759";"FP-01-FN1-CUT-SC05-4DU2-DJ2A";;"MOTOR DERCULER 2A / 063MS1";"Installed";"FN1.SC05.4DU2/DJ1B/GM/M";"528";"https://www.safesave.info/MIC.php?id=Fajar-MotorList528";"2023-10-26 14:45:21";NULL
"EMO003760";"FP-01-FN1-CUT-SC05-4DU2-DJ2B";;"MOTOR DERCULER 2B / 063MS2";"Installed";"FN1.SC05.4DU2/DJ2B/GM/M";"529";"https://www.safesave.info/MIC.php?id=Fajar-MotorList529";"2023-10-26 14:45:21";NULL
"EMO003761";"FP-01-FN1-CUT-SC05-5CU1-MD01";;"MOTOR MASTER DRIVE / 044MS1";"Installed";"FN1.SC05.5CU1/MD01/M";"761";"https://www.safesave.info/MIC.php?id=Fajar-MotorList761";"2023-10-26 14:45:21";NULL
"EMO003762";"FP-01-FN1-CUT-SC05-5CU1-MD01";;"MOTOR MASTER DRIVE FAN / 046MS1";"Installed";"FN1.SC05.5CU1/MD01/M.FAN";"530";"https://www.safesave.info/MIC.php?id=Fajar-MotorList530";"2023-10-26 14:45:21";NULL
"EMO003764";"FP-01-FN1-CUT-SC05-5CU1-CC02";;"MOTOR KNIFE MASTER FAN / 053MS1";"Installed";"FN1.SC05.5CU1/CC02/M.FAN";"531";"https://www.safesave.info/MIC.php?id=Fajar-MotorList531";"2023-10-26 14:45:21";NULL
"EMO003765";"FP-01-FN1-CUT-SC05-5CU1-CC01";;"MOTOR KNIFE SLAVE / 055MS1";"Installed";"FN1.SC05.5CU1/CC01/M";"409";"https://www.safesave.info/MIC.php?id=Fajar-MotorList409";"2023-10-26 14:45:21";NULL
"EMO003766";"FP-01-FN1-CUT-SC05-5CU1-CC01";;"MOTOR KNIFE SLAVE FAN / 057MS1";"Installed";"FN1.SC05.5CU1/CC01/M.FAN";"532";"https://www.safesave.info/MIC.php?id=Fajar-MotorList532";"2023-10-26 14:45:21";NULL
"EMO003768";"FP-01-FN1-CUT-SC05-6CN2-BL02";;"MOTOR SUCTION BLOWER / 102MS1";"Installed";"FN1.SC05.6CN2/BL02/M";"533";"https://www.safesave.info/MIC.php?id=Fajar-MotorList533";"2023-10-26 14:45:21";NULL
"EMO003769";"FP-01-FN1-CUT-SC05-6CN2-SB01";;"MOTOR SLOW BELT 1 / 082MS1";"Installed";"FN1.SC05.6CN2/SB01/GM/M";"534";"https://www.safesave.info/MIC.php?id=Fajar-MotorList534";"2023-10-26 14:45:21";NULL
"EMO003770";"FP-01-FN1-CUT-SC05-6CN2-SB02";;"MOTOR SLOW BELT 2 / 087MS1";"Installed";"FN1.SC05.6CN2/SB02/GM/M";"659";"https://www.safesave.info/MIC.php?id=Fajar-MotorList659";"2023-10-26 14:45:21";NULL
"EMO003771";"FP-01-FN1-CUT-SC05-6CN2-TF01";;"MOTOR TRANSLATION FORKPITCH / 144MS1";"Installed";"FN1.SC05.6CN2/TF01/GM/M";"535";"https://www.safesave.info/MIC.php?id=Fajar-MotorList535";"2023-10-26 14:45:21";NULL
"EMO003772";"FP-01-FN1-CUT-SC05-6CN2-LF01";;"MOTOR LIFTING FORKPITCH / 146MS1";"Installed";"FN1.SC05.6CN2/LF01/GM/M";"536";"https://www.safesave.info/MIC.php?id=Fajar-MotorList536";"2023-10-26 14:45:21";NULL
"EMO003773";"FP-01-FN1-CUT-SC05-6CN2-DP01";;"MOTOR PLATFORM / 132MS1";"Installed";"FN1.SC05.6CN2/DP01/GM/M";"760";"https://www.safesave.info/MIC.php?id=Fajar-MotorList760";"2023-10-26 14:45:21";NULL
"EMO003774";"FP-01-FN1-CUT-SC05-6CN2-BL03";;"MOTOR PUMP BLOWER / 121MS1";"Installed";"FN1.SC05.6CN2/BL03/M";"537";"https://www.safesave.info/MIC.php?id=Fajar-MotorList537";"2023-10-26 14:45:21";NULL
"EMO003776";"FP-01-FN1-CUT-SC05-6CN2-RG01";;"MOTOR SUCTION GATE / 099MS1";"Installed";"FN1.SC05.6CN2/RG01/M";"717";"https://www.safesave.info/MIC.php?id=Fajar-MotorList717";"2023-10-26 14:45:21";NULL
"EMO003777";"FP-01-FN1-HYD-T360-P383";"10023413";"MOTOR ;60HZ;14.1A;4P;380V";"Installed";"FN1.HYD.T360-P383/M";"660";"https://www.safesave.info/MIC.php?id=Fajar-MotorList660";"2023-10-26 14:45:21";NULL
"EMO003778";"FP-01-FN1-HYD-T360-P384";;"MOTOR HYD PUMP;CUTTER MACHINE MARUISHI";"Installed";"FN1.HYD.T360-P384/M";"661";"https://www.safesave.info/MIC.php?id=Fajar-MotorList661";"2023-10-26 14:45:21";NULL
"EMO003780";"FP-01-PM1-CAL-CAL1-TPR1";;"DC MOTOR;440V,100kW,246A,G89,AEG";"Installed";"PM1.MC.R(TP)/GB/M";"664";"https://www.safesave.info/MIC.php?id=Fajar-MotorList664";"2023-10-26 14:45:21";NULL
"EMO003782";"FP-01-SP1-CPO-TH06";;"AC MOTOR;380V,50HZ,0.11KW,4P";"Installed";"SP1.CP.THK4.C/SW(0)/GM/M";"62";"https://www.safesave.info/MIC.php?id=Fajar-MotorList62";"2023-10-26 14:45:21";NULL
"EMO003799";"FP-01-SP1-MXW-SR13";;"AC MOTOR;ABB 380V,50Hz,75kW,4P,280S,B3";"Installed";"SP1.MW.FRAC/M";"149";"https://www.safesave.info/MIC.php?id=Fajar-MotorList149";"2023-10-26 14:45:21";NULL
"EMO003803";"FP-01-PM8-STA-SR83";"10010645";"MOTOR,AC,CM143/P4,BOMEC,1.25KW,2.12A,4P";"Installed";"PM8.STA/PM8VS04(M)";"3733";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3733";"2023-10-21 12:19:21";NULL
"EMO003812";"FP-01-FN1-LUB-T353-P376";;"T(OS)/P1/M;1,5KW;3,7A";"Installed";"SIMPLEX 2.6/T(OS)/P1/M";"478";"https://www.safesave.info/MIC.php?id=Fajar-MotorList478";"2023-10-26 14:45:21";NULL
"EMO003820";"FP-01-PM3-PMA-CRN2-HST3";"10010937";"MOTOR,MF16Z-106N,KONE,30KW,57A";"Installed";"PM3.CRN.KO.30T.C/M";"2125";"https://www.safesave.info/MIC.php?id=Fajar-MotorList2125";"2023-10-21 12:19:21";NULL
"EMO003835";"FP-01-SP3-OCC-TH01";"10011100";"AC MOTOR;380V,50Hz,15kW,4P,160L,B5";"Installed";"SP3.SP.31/GB1/M";"1825";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1825";"2023-10-21 12:19:21";NULL
"EMO003843";"FP-01-PM3-VAS-T070-P070";"10027252";"AC MOTOR;380V,50Hz,55kW,4P,225M,B3";"Installed";"PM3-SEAL PIT1/P59/M";"1934";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1934";"2023-10-21 12:19:21";NULL
"EMO003847";"FP-01-PM8-STA-P891";"10028743";"MOTOR,AC,M2AA180M4,ABB,18.5KW,36A,380V";"Installed";"PM8.STA/PM8PV03(M)";"3728";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3728";"2023-10-21 12:19:21";NULL
"EMO003852";"FP-01-SP1-UKP-T069-P091";;"AC MOTOR;STROMBERG380V,50Hz,15kW,4P,160L,B3";"Installed";"SP1.UK.C4/P1/M";"245";"https://www.safesave.info/MIC.php?id=Fajar-MotorList245";"2023-10-26 14:45:21";NULL
"EMO003857";"FP-01-PM1-AP2-T157-P175";;"AC MOTOR MARELLI ;380V,50HZ,11KW,4P,B";"Installed";"PM1.APP2.T1/P1/M";"277";"https://www.safesave.info/MIC.php?id=Fajar-MotorList277";"2023-10-26 14:45:21";NULL
"EMO003867";"FP-01-PM3-PMA-CRN3-LTR2";"10010879";"CRANE MOTOR;380V,50Hz,3.7kW,8.5A";"Installed";"FIN3.CRN.KO.2X30T/LT2/GM/M";"2135";"https://www.safesave.info/MIC.php?id=Fajar-MotorList2135";"2023-10-21 12:19:21";NULL
"EMO003870";"FP-01-PM1-STC-T338-P354";;"AC MOTOR;380V,50HZ,15KW,4P";"Installed";"PM1.PUMP HOT WATER/M";"345";"https://www.safesave.info/MIC.php?id=Fajar-MotorList345";"2023-10-26 14:45:21";NULL
"EMO003873";"FP-01-PM8-APS-SR50";;"MOTOR,AC,H-BD,HCM450,TOSHIBA,200KW,8P";"Installed";"PM8.APS.SR50/M";"3547";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3547";"2023-10-21 12:19:21";NULL
"EMO003874";"FP-01-PM3-PMA-CRN2-LTR2";"10010935";"CRANE MOTOR;MF13M-208-13901003,3.7KW,8.5";"Installed";"PM3.CRN.KO.30-60-30T/LT2/M";"2130";"https://www.safesave.info/MIC.php?id=Fajar-MotorList2130";"2023-10-21 12:19:21";NULL
"EMO003883";"FP-01-SP3-OCC-T008-P014";;"AC MOTOR;380V,50Hz,132kW,4P,315M,B3";"Installed";"SP3.C8/P16/M";"2037";"https://www.safesave.info/MIC.php?id=Fajar-MotorList2037";"2023-10-21 12:19:21";NULL
"EMO003890";"FP-01-SP1-MXW-VP03";;;"Installed";"SP1.MW.THK/VP1/M";"179";"https://www.safesave.info/MIC.php?id=Fajar-MotorList179";"2023-10-26 14:45:21";NULL
"EMO003892";"FP-01-PM3-BRS-T038-P062";;"AC MOTOR;380V,50Hz,45kW,4P,225S,B3";"Installed";"PM3-BR06/P46/M";"2038";"https://www.safesave.info/MIC.php?id=Fajar-MotorList2038";"2023-10-21 12:19:21";NULL
"EMO003895";"FP-01-SP1-WRS-T100-P133";"10028789";"AC MOTOR;380V,50Hz,90kW,4P,280S,B3";"Installed";"SP1.WF.C3/P1/M";"552";"https://www.safesave.info/MIC.php?id=Fajar-MotorList552";"2023-10-26 14:45:21";NULL
"EMO003906";"FP-01-PM8-PRS-PRS1-TRC2";"10011018";"MOTOR;400V,135Hz,0.95kW,3.4A,DGK106120";"Installed";"PM8.PRS1/TRC2/M";"3718";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3718";"2023-10-21 12:19:21";NULL
"EMO003914";"FP-01-SP1-CLD-T090-P112";;"AC MOTORABB;380V,50HZ,7.5KW,4P,16A,B";"Installed";"SP1.CL.T3/P1/M";"139";"https://www.safesave.info/MIC.php?id=Fajar-MotorList139";"2023-10-26 14:45:21";NULL
"EMO003917";"FP-01-PM1-COT-FU05";;"AC MOTOR;380V,50Hz,0.12kW,4P,60M,V1";"Installed";"PM1.COT.FIC2/GM/M";"540";"https://www.safesave.info/MIC.php?id=Fajar-MotorList540";"2023-10-26 14:45:21";NULL
"EMO003924";"FP-01-FN1-CUT-SC05-6CN2-BL01";;"MOTOR AIR BLOWER / 093MS1";"Installed";"FN1.SC05.6CN2/BL01/M";"716";"https://www.safesave.info/MIC.php?id=Fajar-MotorList716";"2023-10-26 14:45:21";NULL
"EMO003925";"FP-01-PM1-WET-FOR1-EV01";;"AC MOTOR;380V,50Hz,0.75kW,4P,80M,V1";"Installed";"PM1.F1.HB/ER1/GM/M";"442";"https://www.safesave.info/MIC.php?id=Fajar-MotorList442";"2023-10-26 14:45:21";NULL
"EMO003928";"FP-01-SP3-OCC-TH02";"10027266";"AC MOTOR;380V,50Hz,37kW,4P,225S,B3";"Installed";"SP3.SP.31A/GB1/M";"1822";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1822";"2023-10-21 12:19:21";NULL
"EMO003929";"FP-01-PM8-CUT-RWD1-BL04";;"AC MOTOR;380V,50Hz,11kW,2P,160M,B3";"Installed";"PM8.RWD1.BL04/M";"3575";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3575";"2023-10-21 12:19:21";NULL
"EMO003933";"FP-01-PM3-VAS-VP04";"10010967";"AC MOTOR;3000V,50Hz,300kW,6P,400M,B3";"Installed";"PM3.VP04/M";"1926";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1926";"2023-10-21 12:19:21";NULL
"EMO003934";"FP-01-PM3-REL-PPRL-ER01";;"AC MOTOR;380V,50Hz,11kW,4P,160M,B3";"Installed";"PM3.PPR.ER/M";"2099";"https://www.safesave.info/MIC.php?id=Fajar-MotorList2099";"2023-10-21 12:19:21";NULL
"EMO003935";"FP-01-PM8-HOO-BL11";"10010832";"AC MOTOR;380V,50Hz,37kW,2P,200M,B3";"Installed";"PM8.HOO/FORMING/M";"3630";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3630";"2023-10-21 12:19:21";NULL
"EMO003937";"FP-01-PM3-HYD-T110-P194";;"AC MOTOR;380V,50Hz,11kW,4P,160M,B3";"Installed";"PM3.HYD.MCL/P194/M";"2058";"https://www.safesave.info/MIC.php?id=Fajar-MotorList2058";"2023-10-21 12:19:21";NULL
"EMO003938";"FP-01-PM3-HYD-T110-P195";;"AC MOTOR;380V,50Hz,1.5kW,4P,90l,B3";"Installed";"PM3.HYD.MCL/P195/M";"2057";"https://www.safesave.info/MIC.php?id=Fajar-MotorList2057";"2023-10-21 12:19:21";NULL
"EMO003948";"FP-01-PM8-CUT-RWD1-MD30";"10032679";"AC MOTOR;380V,50Hz,480kW,6P,450M,B3";"Installed";"PM8/RWD-UNWD-MD30";"3579";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3579";"2023-10-21 12:19:21";NULL
"EMO003949";"FP-01-PM8-WRE-BTWR-MD03";;"AC MOTOR;410V,50Hz,710kW,4P,400H,B3";"Installed";"PM8/WRE-BTWR-MD03/M";"3765";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3765";"2023-10-21 12:19:21";NULL
"EMO003950";"FP-01-CH1-CSD-T296-P321";;"AC MOTOR;380V,50Hz,4KW,2P,112M,B3";"Installed";"CH1.CS.T2/P(DS)2/M";"571";"https://www.safesave.info/MIC.php?id=Fajar-MotorList571";"2023-10-26 14:45:21";NULL
"EMO003952";"FP-01-PM1-AP3-T164-P182";;"AC MOTOR ABB ;380V,50Hz,22kW,4P,180L,B3";"Installed";"PM1.APP3.T3/P2/M";"284";"https://www.safesave.info/MIC.php?id=Fajar-MotorList284";"2023-10-26 14:45:21";NULL
"EMO003955";"FP-01-PM3-RHD-CN08";;"AC MOTOR;380V,50Hz,3kW,4P,100L,B5";"Installed";"PM3.RH-08/GM/M";"2140";"https://www.safesave.info/MIC.php?id=Fajar-MotorList2140";"2023-10-21 12:19:21";NULL
"EMO003956";"FP-01-PM3-WRS-T033-P054";"10010686";"AC MOTOR;380V,50Hz,110kW,2P,280M,B3";"Installed";"PM3.C34/P84/M";"1918";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1918";"2023-10-21 12:19:21";NULL
"EMO003960";"FP-01-SP1-UKP-RF05";;"AC MOTOR;ASGEN3000V,50Hz,330kW,8P,81A";"Installed";"SP1.UK.DDR1/M";"231";"https://www.safesave.info/MIC.php?id=Fajar-MotorList231";"2023-10-26 14:45:21";NULL
"EMO003961";"FP-01-PM3-APS-T030-P044";;"AC MOTOR;420V,50Hz,4500kW,6P,400H,B3";"Installed";"SP3.C31/P27/M";"2052";"https://www.safesave.info/MIC.php?id=Fajar-MotorList2052";"2023-10-21 12:19:21";NULL
"EMO003963";"FP-01-SP1-UKP-RF07";"10010837";"AC MOTOR;3000V,50Hz,335kW,10P,8307S,B3";"Installed";"SP1.MW.DDR1/M";"233";"https://www.safesave.info/MIC.php?id=Fajar-MotorList233";"2023-10-26 14:45:21";NULL
"EMO003965";"FP-01-SP1-MXW-T028-P390";;"AC MOTOR;380V,50Hz,75kW,6P,315S,B3";"Installed";"SP1.MW.C6/P2/M";"821";"https://www.safesave.info/MIC.php?id=Fajar-MotorList821";"2023-10-26 14:45:21";NULL
"EMO003966";"FP-01-SP3-OCC-T002-A002";"10010688";"AC MOTOR;380V,50Hz,37kW,6P,250M,B3";"Installed";"SP3.OCC.M";"1861";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1861";"2023-10-21 12:19:21";NULL
"EMO003972";"FP-01-SP8-OCC-PAL1";;"MARATHON,HJN1,355M1,160KW,29.1A,6P,380V";"Installed";"SP8.OCC/M-6A(M)";"3834";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3834";"2023-10-21 12:19:21";NULL
"EMO003973";"FP-01-SP8-OCC-PAL2";;"MARATHON,HJN1,355M1,160KW,29.1A,6P,380V";"Installed";"SP8.OCC/M-6B(M)";"3836";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3836";"2023-10-21 12:19:21";NULL
"EMO003974";"FP-01-PM8-FWS-P510";;"AC MOTOR;380V,50Hz,1.5kW,4P";"Installed";"PM8.FWS/P510/E";"3885";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3885";"2023-10-21 12:19:21";NULL
"EMO003975";"FP-01-PM8-FWS-P511";;"AC MOTOR;380V,50Hz,0.75kW,4P";"Installed";"PM8.FWS/P511/E";"3886";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3886";"2023-10-21 12:19:21";NULL
"EMO003976";"FP-01-PM8-FWS-P512";;"AC MOTOR;380V,50Hz,0.75kW,4P";"Installed";"PM8.FWS/P512/M";"3884";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3884";"2023-10-21 12:19:21";NULL
"EMO003978";"FP-01-PM8-CUT-RWD1-BL02";;"SK 112M; 5.5KW; 6.2A; 2P; 380V";"Installed";"PM8.RWD1.BL02/M";"3576";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3576";"2023-10-21 12:19:21";NULL
"EMO003993";"FP-01-SP1-MXW-TH15";;"AC MOTOR MARATHON;380V,50Hz,15kW,4P,160L,B3";"Installed";"SP1.MW.THK4/M";"169";"https://www.safesave.info/MIC.php?id=Fajar-MotorList169";"2023-10-26 14:45:21";NULL
"EMO003995";"FP-01-PM3-STC-T054-P091";;"AC MOTOR;380V,50Hz,11kW,4P,160M,B3";"Installed";"PM3-FT4/DP4/M";"1937";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1937";"2023-10-21 12:19:21";NULL
"EMO004000";"FP-01-PM8-APS-SR60";;"MARATHON,HJN1,200L-4,30KW,57.4A,4P,380V";"Installed";"PM8.APS.SR60/M";"3548";"https://www.safesave.info/MIC.php?id=Fajar-MotorList3548";"2023-10-21 12:19:21";NULL
"EMO004007";"FP-01-PM1-AP3-T160-P177";;"AC MOTOR ABB R;380V,50HZ,30KW,4P,380VB";"Installed";"PM1.APP3.C(MC)/P1/M";"279";"https://www.safesave.info/MIC.php?id=Fajar-MotorList279";"2023-10-26 14:45:21";NULL
"EMO004029";"FP-01-SP1-MXW-PAL9-P003";;"AC MOTOR;380V,50Hz,30kW,4P,200M,B3";"Installed";"SP1.MXW.PAL9.P003/M";"178";"https://www.safesave.info/MIC.php?id=Fajar-MotorList178";"2023-10-26 14:45:21";NULL
