"id";"emo_detail";"manufacture";"serial_number";"type";"power_rate";"power_unit";"voltage";"current_nominal";"frequency";"pole";"rpm";"bearing_de";"bearing_nde";"frame_type";"shaft_diameter";"phase_supply";"cos_phi";"efficiency";"ip_rating";"insulation_class";"duty";"connection_type";"nipple_grease";"greasing_type";"greasing_qty_de";"greasing_qty_nde";"length";"width";"height";"weight";"cooling_fan";"mounting"
"1315";"EMO002540";"TECO";"3591140029";"AEEF";"3.7";"kW";"380";"8.1";"50";"4";"1440";"6303";"6303";"112M";"0";"3";;;"54";;;"Start";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1316";"EMO002543";"DEMAG";;"KBV71- B8/2";"0.06/";"kW";"380";"1.30/1.20";"50";"8/2";"660/2750";;;;"0";"3";;;;;;;"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1317";"EMO002627";"KONE";"457138";"MF13Z4106N";"15/2.";"kW";"380";"33/16";"50";"2/12";"2810/430";;;;"0";"3";;;;"F";;;"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1318";"EMO002628";"DEMAG";"34372518";"KBF90A";"0.20/";"kW";"380";"1.50/2.50";"50";"8/2";"590/2520";;;;"0";"3";"0.64";;;;;"Start";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1319";"EMO002629";"DEMAG";"34372516";"KBF90A";"0.20/";"kW";"380";"1.50/2.50";"50";"8/2";"590/2520";;;;"0";"3";"0.64";;;;;"Start";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1320";"EMO002635";"STROMBERG";"3129688";"HXUR";"30";"kW";"380";"58";"50";"4";"1470";"6312";"6311";"200L";"55";"3";"0.86";;"54";"B";;"Delta";"Available";;"0";"0";"305";"318";"200";"0";"Internal";"Horizontal"
"1321";"EMO002880";"TECO";"H124308 008";"AEEBKB";"55";"kW";"380";"97.0";"50";"4";"1480";"6316";"6213";"250SC";"70";"3";;;"55";"F";;;"Available";;"0";"0";"311";"406";"250";"0";"Internal";"Horizontal"
"1322";"EMO003100";"teco";"H7105109008";"AEEBKB";"37";"kW";"380";"65.8";"50";"2";"2950";"6312";"6212";"200LA";"0";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1323";"EMO003586";"ELEKTRIM";"122804";;"0.37";"kW";"380";"1.1";"50";"2";"2800";;;;"0";"3";;;;;;;"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1324";"EMO003587";"ELEKTRIM";;;"0.37";"kW";"380";"1.1";"50";"2";"2800";;;;"0";"3";;;;;;;"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1325";"EMO003589";"SUMITOMO";"825FCD351";"TC:FIFB-10";"0.55";"kW";"380";"1.42";"50";"4";"1400";"6201";"6203";"V805";"0";"3";;;;;"S1";;"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1326";"EMO003680";"GTR";;"G3L3N15-MP15";"1.5";"kW";"380";"3.3";"50";"4";"1440";;;;"0";"3";"0.81";;"44";"B";;;"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1327";"EMO003683";"GTR";"5535353041001";"G3 LB 18-5";"0.2";"kW";"380";"0.56";"50";"4";"1420";;;;"0";"3";;;"44";"B";;;"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1328";"EMO003686";"GTR";"55355046001";"F3S35N12-MP";"0.75";"kW";"380";"1.65";"50";"4";"1430";;;;"0";"3";;;"44";"B";"S1";;;;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1329";"EMO003688";"MITTSUBISHI";"CA6552001";"SF-R";"11";"kW";"380";"21.5";"50";"4";"1460";"6309";"6308";"160M";"0";"3";"0.84";"52.5";"44";"B";;;"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";
"1330";"EMO003692";"GTR";"54364407001";"H2L";"0.75";"kW";"380";"1.5";"50";"4";"1430";;;;"0";"3";"0.8";;;"B";;;"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1331";"EMO003693";"MITTSUBISHI";"CB1668001155";"HG-SR7024BK";"7";"kW";"265";"13";"50";"2";"2000";;;;"0";"3";;;;"F";;;"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1332";"EMO003695";"MITTSUBISHI";"CB1638002155";"HG-SR7024BK";"7";"kW";"265";"13";"50";"2";"2000";;;;"0";"3";;;;"F";;;"Not Available";;"0";"0";"0";"0";"0";"0";;
"1333";"EMO003698";"MITTSUBISHI";"G55317013155";"HG- KR43";"1";"kW";"108";"2.8";"50";"2";"3000";;;;"0";"3";;;;"B";;;"Not Available";;"0";"0";"0";"0";"0";"0";;"Vertical"
"1334";"EMO003702";"GTR";"5464403001";"G3L-40N";"1.5";"kW";"380";"3.3";"50";"4";"1440";;;;"0";"3";;;"44";"B";;;"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1335";"EMO003703";"GTR";"5464403001";"G3L-40N";"1.5";"kW";"380";"3.3";"50";"4";"1440";;;;"0";"3";"0.81";;"44";"B";;;"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1336";"EMO003704";"GTR";"55353047001";"F3SB";"0.4";"kW";"380";"1.0";"50";"4";"1410";;;;"0";"3";;;"44";"B";;;"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1337";"EMO003732";"siemec";"566155";"80B-4";"0.75";"kW";"380";"2.1";"50";"4";"1410";;;"80M";"0";"3";;;"55";;"S1";;"Not Available";;"0";"0";"0";"0";"80";"0";"Internal";"Vertical"
"1338";"EMO003757";"MOTOVARIO";"15010960947";"TS71B4";"0.37";"kW";"400";"1.9";"50";"4";"1380";;;"71b";"0";"3";"0.74";;"55";"F";"S1";"Start";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1339";"EMO003758";"MOTOVARIO";"15010960942";"TS71B4";"0.37";"kW";"400";"1.9";"50";"4";"1380";;;"71b";"0";"3";"0.74";;"55";"F";"S1";"Start";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1340";"EMO003759";"MOTOVARIO";"15010960950";"TS71B4";"0.37";"kW";"400";"1.9";"50";"4";"1380";;;"71b";"0";"3";"0.74";;"55";"F";"S1";"Start";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1341";"EMO003760";"MOTOVARIO";"15010960964";"TS71B4";"0.37";"kW";"400";"1.9";"50";"4";"1380";;;"71b";"0";"3";"0.74";;"55";"E";"S1";"Start";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1342";"EMO003762";"BOMER";;"MT 80 B/2";"1.1";"kW";"400";"2.5";"50";"2";"2830";;;"90B/L2";"0";"3";;;"54";;"S1";"Start";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1343";"EMO003764";"BOMER";"053MS1";"MT";"2.2";"kW";"400";"4.3";"50";"2";"2800";;;"90L";"0";"3";;;"54";"F";"S1";"Start";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1344";"EMO003766";"BOMER";;"MT";"2.2";"kW";"400";"4.3";"50";"2";"2800";;;"90L";"0";"3";;;"54";"F";"S1";"Start";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1345";"EMO003768";"RUSCH";"BN102267320051014";;"3";"kW";"380";"7.2";"50";"2";"2860";;;;"0";"3";;;"55";"F";;"Start";"Not Available";;"0";"0";"0";"0";"0";"0";;"Vertical"
"1346";"EMO003769";"SEW";;"RF67DRS";"5.5";"kW";"380";"11.6";"50";"4";"1440";;;"132S";"0";"3";;;"55";"F";;"Start";"Not Available";;"0";"0";"0";"0";"0";"0";"External";"Vertical"
"1347";"EMO003771";"SEW";"36.72154214.04.0001X1520";"R47 DRS";"1.5";"kW";"380";"3.4";"50";"4";"1395";;;"90M";"0";"3";;;"54";;"S1";"Start";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1348";"EMO003772";"SEW";"16.72154214.05.0001.15.20";"SA57/ TR17";"0.25";"kW";"380";"0.69";"50";"4";"1390";;;"71S";"0";"3";;;"54";"B";"S1";"Start";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1349";"EMO003774";"MAPRO";"D1551516";"CL50HS";"2.2";"kW";"380";"5.43";"50";"2";"2860";;;;"0";"3";;;"54";"E";;"Start";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1350";"EMO003314";"SIEMENS";;"1LA 302 6-4";"0.37";"kW";"380";"1.2";"50";"4";"1440";;;;"0";"3";;;;;;;;;"0";"0";"0";"0";"0";"0";;
"1351";"EMO003623";"AEG";"71-7";"G 269";"22.5";"kW";"400";"57";;"4";"1470";;;;"0";"3";;;;;;;;;"0";"0";"0";"0";"0";"0";;
"1352";"EMO003917";"SEW";;"SAF67 R37 DR63S4";"0.12";"kW";"380";"0.41";"50";"4";"1480";;;;"0";"3";;;;;;;;;"0";"0";"0";"0";"0";"0";;
"1353";"EMO004937";"LIGHTNIN";"NDLV";"80MV";"0.75";"kW";"380";"1.9";"50";"4";"1450";;;;"0";"3";;;;;;;;;"0";"0";"0";"0";"0";"0";;
"1354";"EMO008011";"SIEMENS";;;"5.5";"kW";"380";"11.4";"50";"4";"1450";;;"112L";"0";"3";;;"55";"F";;"Delta";;;"0";"0";"0";"0";"0";"0";;
"1355";"EMO005002";"IMATRAN KAAMITYOLIIKE KY";"1820867";"ANCA-100LB";"3";"kW";"380";"6.4";;"4";"1445";;;;"0";"3";;;;;;;;;"0";"0";"0";"0";"0";"0";;
"1356";"EMO003391";"CMG";"804052/45-3";"SGA";"90";"kW";"380";"152";"50";"4";"1487";"6317";"6317";"280";"0";"3";"0.9";;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1357";"EMO000615";"ABB";;"MBT";"18.5";"kW";"380";"38.9";"50";"4";"1475";;;"180";"0";"3";;;"55";"F";;"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1358";"EMO000514";"TECO";"MN304332";"AEEKB";"55";"kW";"380";"105";"50";"4";"1470";"NU216";"6213";"250";"0";"3";;;"50";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1359";"EMO000279";"SIEMENS";"HK746706";"SG 250";"55";"kW";"380";"101";"50";"4";"1480";"6314";"6314";"250";"0";"3";"0.87";;"50";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1360";"EMO000621";"ABB";"MK171005";"MBT";"15";"kW";"380";"30";"50";"4";"1470";"--";"--";"160";"0";"3";;;"50";"F";;"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1361";"EMO002166";"TECO";"9K60017";"AEEBKB";"15";"kW";"380";"27.7";"50";"4";"1455";"6309";"6307";"160L";"0";"3";;;"50";"F";;"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1362";"EMO000623";"ABB";"MK171009";"MBT";"37";"kW";"380";"74";"50";"4";"1475";"--";"--";"225";"0";"3";"0.83";;"50";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1363";"EMO000618";"Siemens";"355668";"ILA4";"90";"kW";"380";"168";"50";"4";"1480";"--";"--";"280";"0";"3";"0.86";;"54";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1364";"EMO003895";"ABB";"3438759";"M2BA";"90";"kW";"380";"165";"50";"4";"1481";"6316";"6315";"280";"0";"3";"0.86";;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1365";"EMO000617";"ABB";"MK17100614";"MBT";"15";"kW";"380";"30";"50";"4";"1470";"--";"--";"160";"0";"3";;;"55";"F";;"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1366";"EMO000238";"ABB";;"MBT 132M";"7.5";"kW";"380";"16";"50";"4";"1470";;;"132M";"0";"3";"0.8";;"55";"F";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1367";"EMO003724";"GE";"XW34555051";"K";"15";"HP";"380";"28.7";"50";"8";"715";"--";"--";"286";"0";"3";;;"55";"B";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";;"Horizontal"
"1368";"EMO003453";"TEC0";"E1173097020";"AUELP";"0.37";"kW";"380";"1.3";"50";"4";"1470";;;;"0";"3";;;"54";"E";"S1";"Start";"Not Available";;"0";"0";"0";"0";"0";"0";;"Vertical"
"1369";"EMO002477";"Asgen";;"L/4";"11";"kW";"380";"26.5";"50";"4";"1450";"6310";"6310";"160";"0";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1370";"EMO002874";"ROSSI";;"3MA 112M6B5";"2.2";"kW";"380";"5.7";"50";"6";"935";;;;"0";"3";;;;;;;"Not Available";;"0";"0";"0";"0";"0";"0";;
"1371";"EMO000197";"TECO";;"AEEBAC";"11";"kW";"380";"22.6";"50";"4";"1450";"6309";"6307";"180 L";"42";"3";;;"55";"F";"S1";"Delta";"Not Available";;"0";"0";"210";"254";"160";"0";"Internal";"Horizontal"
"1372";"EMO002120";"ABB";"3259216 -1006WM";"M2BA";"45";"kW";"380";"86";"50";"4";"1477";"6313";"6313";"225S";"60";"3";;;"55";"F";"S1";"Delta";"Available";;"0";"0";"286";"356";"225";"0";"Internal";"Horizontal"
"1373";"EMO000449";"ABB";;"M2AA";"37";"kW";"380";"72";"50";"4";"1475";"6313";"6212";"225S";"60";"3";"0.84";;"55";"F";;"Delta";"Available";;"0";"0";"267";"356";"225";"0";"Internal";"Horizontal"
"1374";"EMO002932";"TECO";"69B2520003";"AERAKA";"11";"kW";"380";"23.1";"50";"6";"965";"6311";"6307";;"0";"3";;;;;;;"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1375";"EMO003070";"BROWN";"00 594";"BOVERY";"5.9";"kW";"380";"13";"50";"4";"1450";;;"160";"0";"3";;;"54";"F";;;"Not Available";;"0";"0";"240";"250";"160";"0";"Internal";"Horizontal"
"1376";"EMO002722";"BROWN";"319752711";"BOVERY";"5.9";"kW";"380";"13";"50";"4";"1450";;;"160";"0";"3";;;"54";"F";;;"Not Available";;"0";"0";"240";"250";"160";"0";"Internal";"Horizontal"
"1377";"EMO002747";"TECO";"01H2H247";"AEEB";"5.5";"kW";"380";"11.4";"50";"2";"2930";"6308";"6308";"132S";"0";"3";;;"54";"F";;;"Not Available";;"0";"0";"140";"210";"132";"0";"Internal";"Horizontal"
"1378";"EMO002729";"TECO";"P9524851";"AEVF";"0.75";"kW";"380";"2.1";"50";"4";"1430";"6204";"6204";"80";"0";"3";;;"55";"F";;"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1379";"EMO005030";"CGE";"19099-5";"C132S2";"7.5";"kW";"380";"15.5";"50";"2";"2980";"6208";"6208";"132S";"38";"3";;;;;;"Delta";"Not Available";;"0";"0";"140";"210";"132";"0";"Internal";"Horizontal"
"1380";"EMO002736";"ABB";"  00 589";"MBT";"4";"kW";"380";"8.1";"50";"2";"2920";;;"112";"28";"3";;;;;;;"Not Available";;"0";"0";"140";"190";"112";"0";"Internal";"Horizontal"
"1381";"EMO003950";"MEZ";;;"4";"kW";"380";"8";"50";"2";"2920";;;"112";"28";"3";;;;;;;"Not Available";;"0";"0";"140";"190";"112";"0";"Internal";"Horizontal"
"1382";"EMO002739";"STOMBERG";"5515MD";"HXR";"4";"kW";"380";"8.3";"50";"2";"2970";"6307";"6206";"112";"28";"3";;;"54";"F";;"Delta";"Not Available";;"0";"0";"140";"190";"112";"0";"Internal";"Horizontal"
"1383";"EMO002720";"TECO";"9160020";"AEEB";"11";"kW";"380";"23.7";"50";"6";"965";"6309";"6307";"160L";"42";"3";;;"55";"F";;"Delta";"Not Available";;"0";"0";"254";"254";"160";"0";"Internal";"Horizontal"
"1384";"MGM001048";"NORD";;"SK90L/4";"1.5";"kW";"380";"3";"50";"4";"1395";;;"90L";"0";"3";;;;;;;"Not Available";;"0";"0";"0";"0";"90";"0";"Internal";"Vertical"
"1385";"EMO002738";"TECO";"K946832";"AEEB";"1.5";"kW";"380";"4.8";"50";"6";"925";"6306";"6305";"100L";"0";"3";;;"54";"F";;;"Not Available";;"0";"0";"0";"0";"100";"0";"Internal";"Horizontal"
"1386";"EMO002742";"ABB";"5582VM";"HXA";"7.5";"kW";"380";"16.3";"50";"4";"1440";"6308";"6307";"132S";"38";"3";;;"55";"F";;"Delta";"Not Available";;"0";"0";"140";"216";"132";"0";"Internal";"Horizontal"
"1387";"EMO002829";"TECO";"P9524721";"AEEB";"7.5";"kW";"380";"15";"50";"2";"2900";"6308";"6306";"132S";"38";"3";;;"55";"F";;"Delta";"Not Available";;"0";"0";"140";"216";"132";"0";"Internal";"Horizontal"
"1388";"EMO000396";"TECO";"8571033";"AEEB";"3.7";"kW";"380";"9";"50";"8";"740";"6309";"6307";"132";"42";"3";;;"55";"F";;"Delta";"Not Available";;"0";"0";"0";"0";"132";"0";"Internal";"Horizontal"
"1389";"EMO004170";"MARATHON";;"HJN1";"7.5";"kW";"380";"16";"50";"6";"970";"6309";"6309";"160";"38";"3";;;"55";"F";;"Delta";"Not Available";;"0";"0";"210";"254";"160";"0";"Internal";"Horizontal"
"1390";"EMO000042";"TECO";"TE9140057";"AEEB";"7.5";"kW";"380";"15";"50";"4";"1445";"6308";"6306";"132M";"38";"3";;;"55";"F";;"Delta";"Not Available";;"0";"0";"178";"216";"132";"0";"Internal";"Horizontal"
"1391";"EMO000030";"ABB";"00 471";"MBT";"4";"kW";"380";"91";"50";"4";"1435";;;"112M";"28";"3";;;"55";"F";;"Delta";"Not Available";;"0";"0";"140";"190";"112";"0";"Internal";"Horizontal"
"1392";"EMO003337";"ASGA";"00 750";;"5.5";"kW";"380";"11";"50";"4";"1450";;;"132M";"38";"3";;;;;;;"Not Available";;"0";"0";"178";"211";"132";"0";"Internal";"Horizontal"
"1393";"EMO004947";"Huada";;"Y1";"7.5";"kW";"380";"16";"50";"4";"1440";;;"132M";"38";"3";;;"55";"F";;"Delta";"Not Available";;"0";"0";"140";"216";"132";"0";"Internal";"Horizontal"
"1394";"EMO003429";"WORD";"00 611";"ENERGY";"7.5";"kW";"380";"15";"50";"4";"1440";;;"132M";"38";"3";;;;;;"Delta";"Not Available";;"0";"0";"178";"216";"132";"0";"Internal";"Horizontal"
"1395";"EMO002835";"NORD";"36812801/12826987";"SK";"7.5";"kW";"380";"15";"50";"4";"1445";;;"132M";"0";"3";;;"55";"F";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"132";"0";"Internal";"Horizontal"
"1396";"EMO002824";"ABB";"00 583";"M2BA";"4";"kW";"380";"8.9";"50";"4";"1435";;;"112M";"28";"3";"0.80";;"55";"F";;"Delta";"Not Available";;"0";"0";"140";"190";"112";"0";"Internal";"Horizontal"
"1397";"EMO000027";"WORLD ENERGY";;"1K";"0.75";"kW";"380";"1.9";"50";"4";"1450";;;;"0";"3";;;"54";"F";;"Start";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1398";"EMO002164";"STROMBERG";"A7435MD";"HXUR328G2";"15";"kW";"380";"30";"50";"4";"1458";"6309";"6308";"160L";"42";"3";"0.86";;;"B";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1399";"MDO000010";"TUNGLE";;;"0.4";"kW";"380";"1.2";"50";"4";"1430";;;;"0";"3";;;;;;;;;"0";"0";"0";"0";"0";"0";;"Vertical"
"1400";"MDO000011";"TUNGLE";;;"0.4";"kW";"380";"1.2";"50";"4";"1430";;;;"0";"3";;;;;;;;;"0";"0";"0";"0";"0";"0";;"Vertical"
"1401";"MDO000012";"TUNGLE";;;"0.4";"kW";"380";"1.2";"50";"4";"1430";;;;"0";"3";;;;;;;;;"0";"0";"0";"0";"0";"0";;"Vertical"
"1402";"MDO000024";"TUNGLE";;;"0.4";"kW";"380";"1.2";"50";"4";"1430";;;;"0";"3";;;;;;;;;"0";"0";"0";"0";"0";"0";;"Vertical"
"1403";"MDO000017";"TUNGLE";;;"0.4";"kW";"380";"1.2";"50";"4";"1430";;;;"0";"3";;;;;;;;;"0";"0";"0";"0";"0";"0";;"Vertical"
"1404";"MDO000019";"TUNGLE";;;"0.4";"kW";"380";"1.2";"50";"4";"1430";;;;"0";"3";;;;;;;;;"0";"0";"0";"0";"0";"0";;"Vertical"
"1405";"MGM000005";"DEMAG";"43113787";"KBF90A";"0.20/";"kW";"380";"1.50/2.50";"50";"8/2";"590/ 2520";;;;"0";"3";"0.64";;;"F";;"Start";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1406";"MGM000006";"DEMAG";"43113788";"KBF90A";"0.20/";"kW";"380";"1.50/2.50";"50";"8/2";"590/ 2520";;;;"0";"3";"0.64";;;"F";;"Start";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1407";"MGM000003";"DEMAG";"3880106";"KBF90A";"0.20/";"kW";"380";"1.50/2.50";"50";"8/2";"590/ 2520";;;;"0";"3";"0.64";;;"F";;"Start";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1408";"EMO002801";"ACEC";;"160M";"11";"kW";"380";"22";"50";"4";"1450";;;"160L";"42";"3";;;;;;;"Available";;"0";"0";"210";"254";"160";"0";"Internal";"Horizontal"
"1409";"EMO000004";"ABB";;"160M/4";"7.5";"kW";"380";"17";"50";"6";"970";;;"160MB";"42";"3";;;;;;;"Not Available";;"0";"0";"210";"254";"160";"0";"Internal";"Horizontal"
"1410";"EMO000007";"TECO";"K 960792 -9";"AEEBAC";"11";"kW";"380";"22.6";"50";"4";"1450";"6309";"6307";"160M";"42";"3";;;"55";"F";;"Delta";"Not Available";;"0";"0";"210";"254";"160";"0";"Internal";"Horizontal"
"1411";"EMO000003";"ABB";"AC614024D";"MBT";"7.5";"kW";"380";"16";"50";"4";"1445";;;;"0";"3";;;"55";"F";;"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1412";"EMO000005";"NORD";"3551202015173330";"SK100AH/4";"3";"kW";"380";"6.54";"50";"4";"1425";;;"100A";"0";"3";;;"55";"F";;"Start";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1413";"EMO000002";"NORD";"3551202015173328";"SK100AH/4";"3";"kW";"380";"6.54";"50";"4";"1425";;;"100A";"0";"3";;;"55";"F";;"Start";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1414";"EMO000012";"ABB";"00 306";"MBT";"7.5";"kW";"380";"16";"50";"4";"1410";;;"132M";"0";"3";;;"55";"F";;"Delta";"Not Available";;"0";"0";"140";"216";"132";"0";"Internal";"Horizontal"
"1415";"MGM000357";"PLENDER HIMMEL";"0440496";"161- G132M4";"7.5";"kW";"380";"15.5";"50";"4";"1440";;;"132M";"0";"3";;;"54";"F";;"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1416";"EMO005014";"siemens";;"DF148LA 132M";"7.5";"kW";"380";"15.5";"50";"4";"1450";;;"132M";"0";"3";;;"55";"F";;"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1417";"EMO002743";"TECO";"K960401";"AEEBAC";"5.5";"kW";"380";"11.9";"50";"4";"1470";"6308";"6306";"132M";"0";"3";;;"55";"F";;"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1418";"EMO000355";"ABB";"3284808";"M2AA";"75";"kW";"380";"139";"50";"4";"1475";"6315";"6315";"250";"0";"3";"0.86";;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1419";"EMO003329";"FRENSTAT";"4209368";;"18.5";"kW";"380";"36.7";"50";"4";"1470";;;"180";"0";"3";;;"55";"F";;"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1420";"EMO002840";"ABB";"MK16006";"MBT";"7.5";"kW";"380";"17";"50";"6";"970";;;"160";"0";"3";"0.77";;"55";"F";;"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1421";"EMO003655";"MARATHON";"67504601J";"HJN1";"90";"kW";"380";"167";"50";"4";"1480";"6317";"6317";"280";"0";"3";"0.87";;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1422";"EMO000983";"TECO";"P9508151";"AEEBPA";"30";"kW";"380";"63.2";"50";"6";"975";"6313";"6213";"225";"0";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1423";"EMO000527";"ASGEN";"344220";"180L";"22";"kW";"380";"48";"50";"4";"1460";;;"180L ";"0";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1424";"EMO004234";"MARATHON";"72105902";"HJN1";"132";"kW";"380";"241";"50";"4";"1480";"6319";"6319";"315";"0";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1425";"EMO003751";"TOYO DENKY";"912531";"DK3417V-AV3A-D01";"55";"kW";"400";"129";"50";;"1193-1459";"NU 316";"6213";;"0";"3";;;;"F";"S1";;"Available";;"0";"0";"0";"0";"0";"0";;"Horizontal"
"1426";"EMO003344";"MASTER ";;;"2.2";"kW";"380";"5.2";"50";"4";"1445";;;;"0";"3";;;;"B";"S1";"Start";"Not Available";;"0";"0";"0";"0";"0";"0";;"Vertical"
"1427";"EMO000354";"ABB";;"MBT";"55";"kW";"380";"108";"50";"4";"1470";"6214";"6214";"250M";"65";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"349";"406";"250";"0";"Internal";"Horizontal"
"1428";"EMO001006";"ABB";"562";"M2AA";"55";"kW";"380";"103";"50";"4";"1470";"6315";"6213";"250M";"65";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"349";"406";"250";"0";"Internal";"Horizontal"
"1429";"MGM000288";"TECO";"6099007004";"AEEBPA";"11";"kW";"380";"21.3";"50";"4";"1455";"6311";"6307";"160M";"0";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1430";"EMO003346";"SLO-SYN";;;"0.37";"kW";"380";"1.2";"50";;"1420";;;;"0";"3";;;"54";"F";"S1";"Start";"Not Available";;"0";"0";"0";"0";"0";"0";;"Vertical"
"1431";"MGM000107";"TECO";"9K60010";"AEEBAC";"15";"kW";"380";"31.9";"50";"6";"965";"6311";"6310";"180L";"0";"3";;;"55";"F";;"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"1432";"MGM000102";"TECO";"3200230001";"AERF";"5";"HP";"380";"8.1";"50";"4";"1440";"6208";"6306";;"0";"3";;;"55";"F";;"Start";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"1433";"MGM000104";"TECO";"22B2220002";"AERF";"0.75";"kW";"380";"2";"50";"4";"1410";"6205";"6204";;"0";"3";;;"55";"F";;"Start";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
